Topic_No,Topic_Perc_Contrib,Topic_Keywords,Text,Clean_Text
3,0.3771,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",He sure knew how to deny warcrimes and aid in the build up of far right nationalism.,know deny aid build nationalism
3,0.3303,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",Ukrainian troops landed on Zmeiny Island on the morning of July 7 to install the country s flag. https://t.co/rayQ7NPo0a,ukrainian troop land morning install country flag https
5,0.4745,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official","Those who were anti shisheeye kalkaalnimo, at the forefront leading this anti ilhan propaganda. I challenge you to run, let us see how you campaign and are supported. Let us see how your morals &amp; values fold 3 years into your term. Politics is not a game of people pleasing.",shisheeye lead ilhan propaganda challenge campaign support moral amp value fold year term politic game people please
7,0.225,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",America is NOT the only country with high inflation! And it’s only going to get worse when the crops that Ukraine lost won’t go to the countries that need it. They are 4th of the world supply. 4th!!!,high inflation bad crop ukraine lose country supply
1,0.7672,"time, fight, https, join, state, land, wrong, find, economy, invade","The new HIMARS MLRSs to be delivered to Ukraine shoot even farther and are more accurate than those previously handed over, the Financial Times quoted a Pentagon spokesman as saying Russians, what’ – #НЕТВОЙНE | UKRAI https://t.co/I0TsHHIlO5",himar deliver far accurate handed financial time quote spokesman нетвоинe https tshhilo
4,0.7289,"ukraine, war, nazi, https, call, support, happen, fact, side, win","Or maybe, just hear me out on this one, she didn t think it was appropriate to bandy about the term ""Nazi"" for anyone he didn t like. I m willing to call a spade a spade and MAGA ARE Nazis, but he over-uses the term to harass people.",hear bandy term nazi call spade spade maga nazi term harass people
4,0.423,"ukraine, war, nazi, https, call, support, happen, fact, side, win","Yeah I m sure anarchists never fought against fascists as you recount it, 100% no bullshit. Oh I remember when the soviets were on neutral terms with nazi Germany",anarchist fight fascist recount bullshit remember soviet neutral term nazi germany
4,0.4549,"ukraine, war, nazi, https, call, support, happen, fact, side, win",She not wrong though there is 2 sides to every story that doesn t make you a russian bot for calling out Ukraine s corruption before the war ukriane was called the most corrupt country in europe by western media due to its problem with far right views https://t.co/Z5W64cZK0C,wrong side story russian bot call corruption war ukriane call corrupt country western medium problem view https
3,0.4749,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak","One couple said they were stopped by armed Ukrainian police who would only speak Ukrainian. They replied in Russian, which prompted a demand to speak Ukrainian. When they obeyed, however, the officers beat them up for faulty pronunciation while bystanders stood and watched.",couple stop armed ukrainian police speak ukrainian reply prompt demand speak ukrainian obey officer beat faulty pronunciation bystander stand watch
6,0.4581,"country, day, attack, lose, leader, sanction, death, good, tell, read",Well Ukraine surviving as an independent country is a given. The UK is descending into a total fiasco is I m afraid what Putin paid for. God knows where we will end up.,survive independent country descend total fiasco afraid pay
4,0.4398,"ukraine, war, nazi, https, call, support, happen, fact, side, win","It’s called “Putin’ da stiK-Up, on dst side there.” I’m off 😴",call side
4,0.282,"ukraine, war, nazi, https, call, support, happen, fact, side, win",Let me ask you a question. What has one Nazi Done To You! Ever!,question nazi
7,0.4584,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","Ukrainian missile units conducted 2 strikes against command posts, gatherings of equipment and field ammunition warehouses near Chornobaivka, - General Staff of Armed Forces of Ukraine says in the morning report",ukrainian missile unit conduct strike command post equipment field ammunition warehouse armed force morning report
4,0.284,"ukraine, war, nazi, https, call, support, happen, fact, side, win","On another note, Boris Johnson has told MPs he met Russian oligarch and ex-KGB officer Alexander Lebedev without officials present. That happened in Italy when he was Foreign Minister.",note boris_johnson tell meet russian oligarch official happen foreign_minister
7,0.5163,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","Ukraine needs modern, which means efficient weapons in order to safe lives of innocent people asap, not old soviet made crap. West have to do more to stop bloodshed.",ukraine modern efficient weapon order safe life innocent people
4,0.1944,"ukraine, war, nazi, https, call, support, happen, fact, side, win","That’s because that $50 plus billion is not going to Ukraine, but laundered into different accounts of those like Biden and Co.",ukraine launder account biden
7,0.2125,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",My Collin Gillespie propaganda is gonna start getting very loud.,propaganda go start loud
1,0.3498,"time, fight, https, join, state, land, wrong, find, economy, invade",I stand corrected. I was wrong. He was impeached for Ukraine. But you honesty think that impeaching him would have changed one single persons mind regarding Russian interference? Im gonna go with a no. If people would have just voted correctly in 2014 and 2016 we wouldn’t be here,stand correct wrong impeach ukraine honesty impeaching change single person mind russian interference go people vote correctly
1,0.2369,"time, fight, https, join, state, land, wrong, find, economy, invade","He can be a military analyst and a war criminal at the same time. He s been publicly commenting on the invasion and says Putin s doing a bad job of invading. Nothing in quote implies that he is against the invasion, just the way it s being done.",military analyst war criminal time publicly comment invasion bad job invade quote imply invasion
7,0.3136,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","In Kharkiv Oblast, a wheat field burned down in a matter of minutes 🤯 The whole world must see that the russians are organizing a new holodomor. This is a real genocide of the Ukrainian people! 🤬 #russiaIsATerroristState #russia #russiaUkraineWar #StandWithUkraine https://t.co/9Lx9ib2HSs",wheat field burn matter minute organize holodomor real genocide ukrainian people
3,0.454,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak","You re a funny guy, so I hope you make it, bro 😅. However, I don t think Ukraine will. 👇 https://t.co/qtn2UQksvR",https qtn uqksvr
0,0.3924,"invasion, money, support, soldier, leave, year, start, direct, pay, shit",Russia is financing their wars and their missiles with the money from the sale of oil and as long as Ukraine does not hit all the Russians  oil depots with missiles it will continue we must not hesitate to hit them in their own hearts,financing war missile money sale oil long hit oil depot missile continue hesitate hit heart
6,0.2262,"country, day, attack, lose, leader, sanction, death, good, tell, read",Says the person with a Ukraine flag. If FL is do anti democracy why are people leaving NY and CA to move there,person flag anti democracy people leave move
1,0.2251,"time, fight, https, join, state, land, wrong, find, economy, invade",Warcrimes are ready to be committed https://t.co/fvTihz4NKV,warcrime ready commit https
5,0.3977,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official",All this Q disinformation nonsense and fake quotes and propaganda is back… wow the dumbing down of America has finally set in.. its at an all time low…,disinformation nonsense fake quote propaganda dumbe set time low
0,0.4268,"invasion, money, support, soldier, leave, year, start, direct, pay, shit","Now Indisputable Proof #BidenMustResign Joe #Biden is the mastermind (or once was) of the #BidenCrimeFamily . Joe Biden is a #nationalsecurity risk, compromised to China, Ukraine, Many Others #HunterBiden #HunterBideniPhone #HunterBidensLaptop #HunterBiden4chan",indisputable proof risk compromise
3,0.4852,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",i wonder if paige woulf cause any drama “ww3” could be interesting,woulf drama interesting
2,0.7801,"https, military, medium, shell, power, missile, claim, strike, bomb, government","Pedo peter picked a pack of cracking pipers, a pack of cracking pipers pedo peter picked, now if pedo peter picked a pack of cracking pipers how picking China and Ukraine fit into the mix?",pedo_peter pick pack pack cracking_piper pedo_peter pick pedo_peter pick pack cracking_piper pick
3,0.3434,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",and it was a nothing burger. Dems chased that crap for 4 years. and Hunter? He’s met with our Ukraine and China and peddled influence in our government to support his drug and prostitution habits. The media buried the story,dem chase crap year hunter meet peddle influence government support drug prostitution habit medium bury story
1,0.3767,"time, fight, https, join, state, land, wrong, find, economy, invade","But if Ukraine had collapsed early on, &amp; Kiev taken without a fight, that would have been a dream outcome for the MoD too. I m sure it was part of the reason for the very aggressive advance on all fronts that we saw in the beginning of the SMO, &amp; they figured it was worth a shot.",collapse early amp fight dream outcome aggressive advance front smo figure worth shot
6,0.3834,"country, day, attack, lose, leader, sanction, death, good, tell, read",Not so sure about that anymore. I don t think I would want to raise kids here and almost half the country has lost their minds. I never thought I would see the racist Nazi crap we are seeing today.,raise kid half country lose mind think racist nazi crap
0,0.413,"invasion, money, support, soldier, leave, year, start, direct, pay, shit","Ah, Professor Turducken, you re mistaken! Plenty of us normies and leftists believe that ""it sucks, actually"" and is ""sus as sh*t"" that Hunter Biden was paid wild sums of money by a Ukrainian oligarch in exchange for (nothing???).",mistake plenty normie leftist suck sus hunter pay wild sum money ukrainian oligarch exchange
0,0.4104,"invasion, money, support, soldier, leave, year, start, direct, pay, shit","You ve got my support already, but will you continue to support Ukraine to the same level as Boris has?",support continue support level
7,0.3087,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","Ukraine must just surrender we all sick of their moaning and shit , we have done enough for Ukraine and we want our lives back just surrender and give us all a break",surrender sick moaning shit ukraine live surrender break
0,0.4291,"invasion, money, support, soldier, leave, year, start, direct, pay, shit",Which is it Joe? Russia? Ukraine? Oil execs? Republicans? #BidenInflation Joe Biden s own words come back to haunt him after he tries to blame Republicans for economic woes https://t.co/RC6O1eJmn7,oil exec economic woe
4,0.2956,"ukraine, war, nazi, https, call, support, happen, fact, side, win",See how that worked out for you? The EU is more concerned about GDP growth then whatever happens to Ukraine.,work concerned gdp growth ukraine
7,0.243,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","Over under how much actually goes to the PEOPLE of Ukraine? (Hint, it s under)",people ukraine hint
2,0.3697,"https, military, medium, shell, power, missile, claim, strike, bomb, government","As I know, Ukraine Crisis Media Center and Human Right Watch are surely under his control. Amnesty too received some money from him. https://t.co/8vvamDfJVB",crisis medium center human watch surely control amnesty receive money https vvamdfjvb
0,0.3194,"invasion, money, support, soldier, leave, year, start, direct, pay, shit","French Economy Shows Resilience Amid Record Inflation, Ukraine War . The Bank of France said the economy grew by about 0.25% in the second quarter, despite record inflation, the knock-on effects of Russia s invasion of...",french economy resilience record inflation economy grow quarter record inflation knock effect invasion
1,0.5479,"time, fight, https, join, state, land, wrong, find, economy, invade",I don’t give a damn about Putin and his Wagner Group. I’m just sick and tired of Ukrainians who stay for free in hotels in Dubai and they run businesses in Spain the same time. Tired of all Ukrainian males who bribed border guards and run away and now show off around EU. Duckers!,tired ukrainian stay free hotel dubai business time tired ukrainian male bribe border guard ducker
4,0.5331,"ukraine, war, nazi, https, call, support, happen, fact, side, win",13/7🤗 🇺🇦⚡️🇷🇺🔥 💥 Breakdown of the Russian BTR-D in the Kherson region to the beautiful music for you at night #ukraine #ukrainian #ukrainekrieg #ukrainewar #ukrainerussiawar #stopPutin #russiaisaterroriststate #Donbass https://t.co/fGaBYLB524,region beautiful music night ukrainian donbass https fgabylb
1,0.3782,"time, fight, https, join, state, land, wrong, find, economy, invade","When are Joe, Hunter and Jim Biden going to be indicted for accepting millions of dollars from China , Ukraine and Russia for access to Joe?",indict accept million dollar ukraine
5,0.2967,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official",Twitter won’t let me tweet against Chinese propaganda. https://t.co/56gnmqFgMl,chinese
5,0.5411,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official","LMAO, they are trying to add some production to Cipollone s testimony. It s nothing but propaganda. And nobody but lefty twitter gaf.",add production cipollone testimony propaganda lefty
0,0.2293,"invasion, money, support, soldier, leave, year, start, direct, pay, shit","Turns out Hamilton is a massive lie, or call it classic US propaganda. Listen to about Aaron Burr. Hamilton hated democracy and had Nazi views. The play should ve been about Aaron Burr. He s the good guy. Have a listen. https://t.co/Kv8kuBQjZA",turn massive classic propaganda listen hate democracy nazi view play guy listen kubqjza
0,0.3035,"invasion, money, support, soldier, leave, year, start, direct, pay, shit",Can we expect any stimulus checks from the Ukraine? Asking for 330 million friends.,expect stimulus check friend
0,0.3973,"invasion, money, support, soldier, leave, year, start, direct, pay, shit","Well- VDV tried to take key positions at the start of the invasion via heli-ops and airtansportable equipment (Tanks, vehicles). Guess they lacked some big guns. The fact it weighs 48t makes it valuable in our book? RU can effort: 2S35 start production: 2015, No. build: 12",key position start invasion heli op airtansportable equipment tank vehicle guess lack big gun fact weigh valuable book effort start production build
4,0.4685,"ukraine, war, nazi, https, call, support, happen, fact, side, win",Do you accept Grubhub delivery orders?! 🤔😋😂 | https://t.co/tnGRQyToxZ,accept delivery order https tngrqytoxz
0,0.2856,"invasion, money, support, soldier, leave, year, start, direct, pay, shit",getting it done! #Texas #invasion,invasion
3,0.4397,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak","Yeah, I am 65, and geez what JOE Said today, Blaming Putin it is such BS. Its his fault. I wish reporters had GUTS to say its his fault. They act afraid of him.",blame fault reporter gut fault afraid
1,0.3793,"time, fight, https, join, state, land, wrong, find, economy, invade","It seems I don t understand correctly, can anyone explain the difference between Russia invading Ukraine, and the USA/nato invading Libya, Iraq, and Afghanistan?",understand correctly explain difference invade invade
4,0.3453,"ukraine, war, nazi, https, call, support, happen, fact, side, win","Unfortunately every 4 year we have rigged elections &amp; some of our Western ""friends"" know, but still protect RF s oligarch s GD. Maybe it s easier to deal with 1 rich guy than many other political parties, but yes we re to choose &amp; finally must get free &amp; fair elections!! Thanks",year rig election amp western friend protect rf oligarch easy deal rich guy political party choose amp free amp fair election
4,0.6598,"ukraine, war, nazi, https, call, support, happen, fact, side, win",The EU has cut it economic growth forecasts as #inflation2022 stoked by the war in Ukraine surges. The numbers here: https://t.co/zODAYw4jFS,cut economic growth forecast inflation stoke war ukraine surge number https jfs
5,0.4193,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official","Sir, Seems fake news. #Pakistan is not even an ordinary member of UN Security Council. It was visiting member for an year in 2012-13 &amp; been out of Security coucil since then. #Pakistan is factory of fake news especially when it comes to spread false propaganda against #India.",sir news ordinary member visit member year security fake news spread false propaganda
6,0.3133,"country, day, attack, lose, leader, sanction, death, good, tell, read","This time one year ago, I went to glorious Ukraine for six weeks! 🇺🇦 It was the most amazing trip I ve ever had, in a truly amazing country full of fantastic sights and lovely people. This trip isn t possible now... #StopRussianAggression #RussiaIsATerroristState https://t.co/EOPCCUxAhn",time year glorious ukraine week amazing trip amazing country full fantastic sight lovely people trip https eopccuxahn
7,0.4685,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",Russians fired at the bus station in the center of #Donetsk. There are dead and wounded. I hate you Russians!🤬🤬🤬🤬 Please share so that everyone can see the face of #Russian evil! #RussiaIsATerroristState #StandWithUkraine️ #ArmUkraineNow #UkraineWillWin #StopRussia https://t.co/1C0saRLmz4,fire bus station center donetsk dead wounded hate share face russian sarlmz
3,0.6397,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",Witches Heart Charm Pendant... https://t.co/vqxFdlVVYF via fab #dogsoftwitter #antiquejewllery #gardensoftwitter #StandWithUkraine #bicycle #antiquesaregreen #Wimbeldon #antiquesilver #heatwave #scottishroadtrip,witch heart charm pendant https vqxfdlvvyf bicycle antiquesilver heatwave
6,0.2766,"country, day, attack, lose, leader, sanction, death, good, tell, read","If shelling cities is terrorism, then Ukraine has been terrorizing Donbas  citizens for 8 years.",shell city terrorize citizen year
2,0.4513,"https, military, medium, shell, power, missile, claim, strike, bomb, government",The invasion of the #metaverse has begun. Check out meta Battle bots #metabattlebots #solidusaitech #ai #NFTs,invasion metaverse begin check meta battle bot metabattlebot ai nft
7,0.341,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",“Ukraine govt” 😂,govt
3,0.3119,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak","HELP FOR UKRAINE!! How much money do we spend every day for no reason. If we donate a small amount of money 8-10 dollars for the needy, they will be benefited and we hope that small ammount will be no harm for us. https://t.co/CyEIBQyB0v PLEASE SAVE UKRAINE!!",ukraine money spend day reason donate small amount money dollar needy benefit small harm https save ukraine
3,0.2995,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak","Yeah but Russia doesn t care about them because they re Ukrainians. Though even then apparently the whole ""rounding up men on the street"" thing was an invention of the local proxies because they d been padding recruitment numbers and needed to bring the real numbers up fast.",ukrainian round man street local proxy padding recruitment number need bring real number fast
6,0.4998,"country, day, attack, lose, leader, sanction, death, good, tell, read",What can I say Soviet style incompetence is still endemic,soviet style endemic
3,0.2989,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",We don’t need “a sign” that the US wants ukraine to win. They say it explicitly and repeatedly. This isn’t cluedo.,win explicitly repeatedly cluedo
2,0.3492,"https, military, medium, shell, power, missile, claim, strike, bomb, government","Reynders is a corrupted … anyway, Russia is already doing his job of reconstruction. I don’t understand where EU wants to send money, as lost territories will not be recover to Ukraine …",reynder corrupt job reconstruction understand send money lose territory recover ukraine
7,0.6398,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",There was no reason to let him die as Russian pow for any reason! Putin and his followers will die in greater sufferage and pain in vain. Curse them,reason die russian reason follower die great sufferage pain vain curse
3,0.2557,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak","Anyone who knows the long horrific history of Bolsheviks, Russia/Soviet Union and Ukraine knows that Russia is a very bad actor responsible for killing countless human souls then and continuing now. Nothing has changed except the years.",long horrific history bolshevik ukraine bad actor responsible kill countless human soul continue change year
7,0.4535,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","Sorry, this is cracy. RU invades UA, destroys, steals, rapes, murders and then you hold it against NATO that we give UA the weapons and money to defend it self??????? If the UAs are your brothers, why is Russia killing them? This is cracy!",invade ua destroy steal rape murder hold weapon money defend brother kill cracy
4,0.4487,"ukraine, war, nazi, https, call, support, happen, fact, side, win",Nazis in Ukraine #BundesregierungRuecktritt,nazi ukraine
6,0.2909,"country, day, attack, lose, leader, sanction, death, good, tell, read","No way to deter asymmetry like this. Next time, the Ukrainian patriots will just javelin or call in drone-guided HIMAR strike.",asymmetry time ukrainian patriot javelin call guide strike
7,0.3358,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",Abiy’s deliberate distortions to hide the Eth. government’s oppression that encourages territorial invasion of Oromia by Amhara regional forces along mutual borders to confiscate land. #OromoVoice #InvestigateAbiy,abiy deliberate distortion hide eth government oppression encourage territorial invasion regional force mutual border confiscate land oromovoice investigateabiy
5,0.4534,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official",There s a reason &amp; mission behind the quality and nutritious Turaco Valley Maize Flour that we provide 🤗. We aim to provide a reliable market for maize grown in refugee-hosting areas. #ConsistentlyGoodFood #Refugees https://t.co/0EsjNJLGXU,reason amp mission quality nutritious aim reliable market grow refugee hosting area refugee https esjnjlgxu
6,0.4077,"country, day, attack, lose, leader, sanction, death, good, tell, read",banning Ukrainian charities while allowing these atrocities happen is not a good look. ,ban ukrainian charity allow atrocity happen good
6,0.5401,"country, day, attack, lose, leader, sanction, death, good, tell, read","#OSINT * NATO Op Reassurance * Royal Canadian Navy Kingston class coastal defence vessels, 700 HMCS Kingston &amp; 711 HMCS Summerside entered the Baltic Sea, 160915Z JUL 22. Units are conducting 4-month long Op Reassurance &amp; will relieve HMCS Halifax &amp; HMCS Montreal. https://t.co/OMFmf8MvKp",op reassurance royal canadian coastal defence vessel summerside enter baltic sea jul unit conduct long op reassurance amp relieve omfmf mvkp
7,0.3368,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","I wonder, what defence contractor do you think we should invest in for the next tranche of money laundering through Ukraine?",defence contractor invest tranche money laundering ukraine
5,0.3551,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official",It s not  news  but Nazi propaganda,news nazi propaganda
4,0.2763,"ukraine, war, nazi, https, call, support, happen, fact, side, win",I never will. Power to Ukraine!,power ukraine
4,0.2587,"ukraine, war, nazi, https, call, support, happen, fact, side, win","Each channel and page has ""fact checkers"" now. Instead of feeding you a bunch of crap, they feed you a bunch of crap via proxy. ""We know you won t believe us anymore, so here s a guy we pay to distance ourselves from our own propaganda""",channel fact checker feed bunch crap feed bunch crap proxy guy pay distance propaganda
5,0.4147,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official",Wtf is Garland doing in Ukraine when we have an ongoing insurgency at home? Does he not see it?,ongoing insurgency
5,0.4766,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official","The Swamp News rats,MSM=Fake News (CNN, CBS, MSNBC.etc)The Pravda/Racists Divisive Commie news and their propaganda HATE machine at full throttle!They are destroying the country within! Expose, Boycott, Sue, prosecute and bring to justice all these lying Fake News,Social media.",news rat msm fake news racist divisive hate machine full throttle destroy country expose boycott bring justice lie fake news social medium
5,0.5454,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official",Now what will Fred Omanyala say when he sees Kenyans pushing propaganda and he is being involved in it.Amina Mohammed #TeamKenya,see kenyan push propaganda involve mohamme
4,0.2398,"ukraine, war, nazi, https, call, support, happen, fact, side, win",I suggest we sell Finland and pay for all the needs Ukraine has.,sell pay ukraine
6,0.4727,"country, day, attack, lose, leader, sanction, death, good, tell, read","Meet Artyom, a real expert in the female psyche - he thinks women are submissive; he knows what ""female scholars from the post-Soviet space"" are good at; he also has plenty good advice for them, obviously https://t.co/vfTiqxqzEx",meet artyom real expert female psyche think woman submissive female scholar post soviet space good plenty good advice https vftiqxqzex
0,0.343,"invasion, money, support, soldier, leave, year, start, direct, pay, shit","“Right now, Russian culture is toxic,” said Bohdan Tykholoz, a Ukrainian academic and author who directs a literary museum in the western city of Lviv."" https://t.co/OZyolBNtLd",ukrainian academic author direct literary ozyolbntld
6,0.3114,"country, day, attack, lose, leader, sanction, death, good, tell, read",Mercenaries from 64 different countries fighting for Ukraine 🤦‍♂️ https://t.co/rCxGvOsfN0,mercenary country fight rcxgvosfn
2,0.5212,"https, military, medium, shell, power, missile, claim, strike, bomb, government","Zelensky fires his prosecutor general and intelligence chief, the top two law enforcement officials. https://t.co/fpyxrDZAV8",zelensky fire prosecutor_general intelligence chief top law_enforcement official
4,0.4106,"ukraine, war, nazi, https, call, support, happen, fact, side, win","Everyone does business with China, please stop acting like nato countries are unified in their opposition to Chinese aggression, stupidest talking point imaginable",business act country unify opposition chinese aggression stupid talk point imaginable
7,0.4637,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","Also, an acknowledgement of towns from Marinka to Avdiivka, especially Pisky. Not 1 inch of Ukraine has been ceded to the invaders in years. 🦾💙💛",acknowledgement town cede year
6,0.3205,"country, day, attack, lose, leader, sanction, death, good, tell, read","Sounds like you need a primer on the word ""instigates"". Tell your friends in the Russian army to leave the Donbas and go the fuck home. Then your ""proxy war"" will be over.",sound primer word instigate friend russian leave
3,0.5612,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",You could have sent the tents to Ukraine or rented accommodation on Airbnb lots if availability https://t.co/Zd02cXd1PK,tent ukraine rent accommodation lot availability https pk
6,0.4937,"country, day, attack, lose, leader, sanction, death, good, tell, read","Ukraine has 2 lines of defence. The first on the Bakhmut-Siversk is pretty good and Ukrainians are already sucessfully repelling attacks. The second one, from Kostiantynivka to Sloviansk is much better. There is a continuity of towns that will be very hard to encircle &amp; conquer.",line defence bakhmut siversk pretty good ukrainian sucessfully repel attack continuity town hard encircle amp conquer
6,0.4528,"country, day, attack, lose, leader, sanction, death, good, tell, read","The Western propaganda ministries are exaggerating the Ulghur issue to demonize China in the West and distract from their own human rights abuses, war crimes and crimes against humanity against Muslims, consider yourself indoctrinated.",western propaganda ministry exaggerate issue demonize human_right abuse war crime crime humanity indoctrinate
6,0.3433,"country, day, attack, lose, leader, sanction, death, good, tell, read","Unite for Ukraine Flag, I Love Ukraine Flag Sunflower Patriot Ukrainian Stand with Ukraine Peace Mailbox Cover Magnetic Mailb [XR02FNA] https://t.co/5ONyLXOFKO",unite ukraine flag love flag sunflower ukrainian stand peace cover magnetic onylxofko
3,0.2655,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",So how did they get the vast majority of Ukrainians to vote for zelensky in 2019?,vast majority ukrainian vote zelensky
7,0.5707,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",HIMARS: The Weapon Ukraine Sings About and Russia Wants Destroyed - VICE Send more weapons like this to Ukraine to defeat Putin https://t.co/WeCCuuDS1H,himar sing destroy vice send weapon
5,0.5347,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official",The border needs more broken glass and precision guided firearms. It needs to be given a priority above the borders of Ukraine and Korea. https://t.co/vPb51pMEWt,border break glass precision guide firearm priority border vpb pmewt
1,0.5585,"time, fight, https, join, state, land, wrong, find, economy, invade",a lot of nonsense here by an ignorant named Majda Ruge https://t.co/CySfDKNu9Q,lot nonsense ignorant name majda https cysfdknu
1,0.2445,"time, fight, https, join, state, land, wrong, find, economy, invade","""20 EU ambassadors visited Vinnytsia. Using the example of the Mariupol Theater, which Italy promised to help restore, I suggested that they also join in the reconstruction. Embassies of Switzerland and Israel volunteered to help"" Head of Vinnytsia OMA. https://t.co/IOiak78T4Z https://t.co/gZ1zU3YqVZ",ambassador visit theater promise suggest join reconstruction embassy volunteer yqvz
4,0.3368,"ukraine, war, nazi, https, call, support, happen, fact, side, win",What law did Trump break exactly?? The J6 committee is nothing but a Soviet-style show trial going after a political opponent.,style trial political opponent
2,0.2924,"https, military, medium, shell, power, missile, claim, strike, bomb, government",Thank you Putin for your stupidity!,stupidity
0,0.2848,"invasion, money, support, soldier, leave, year, start, direct, pay, shit","Ankara has additional bad news for newly-arrived immigrants from #Syria, as they will no longer be automatically guaranteed protected status. https://t.co/K1FZXqCdNo",ankara additional bad news newly arrive immigrant long automatically guarantee protect status
3,0.4852,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",PARADOXXX INVASION TEASER 2 #MANIFESTO_DAY1 #ParadoXXXInvasion #ENHYPEN ,paradoxxx_invasion teaser manifesto_day_enhypen
7,0.3619,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","Nah the hatred goes much deeper than that, I ve seen anglos dick ride Islamist Erdogan because they hate Russia. They even go as far as to advocate for the invasion of Christian Armenia because Russian troops are stationed there",hatred deep anglo hate advocate invasion russian troop station
7,0.1746,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",kinda looks like she d rather be in Mariupol,
7,0.1698,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",We’re building 2homes for Ukrainian refugees. This should be a focus of all of us. TY for always leading w/your ❤️. ,building home ukrainian refugee focus lead
0,0.4205,"invasion, money, support, soldier, leave, year, start, direct, pay, shit","should ask Chancellor and leadership how they sleep at night knowing that their appeasement and cozying up #russiaisaterrorisstate and #PutinIsaWarCriminal has essentially financed Russia s genocide, war crimes, crimes agst humanity, and they fail to #ArmUkraineNow",chancellor leadership sleep night know appeasement cozying essentially finance genocide war crime crime humanity fail armukrainenow
2,0.4705,"https, military, medium, shell, power, missile, claim, strike, bomb, government",#Putin is on his heels. His threats are sure signs #Russia is a wounded dog. Now is the time for the U.S and NATO to deliver massive air power and eliminate everything Russian from #Ukranian land. #Ukraine #FuckPutin,threat sign wound dog time deliver massive air power eliminate russian ukranian land fuckputin
2,0.4269,"https, military, medium, shell, power, missile, claim, strike, bomb, government",more and more beloved oomfs falling prey to the dylan o’brien propaganda…. not me. i shall remain strong and steadfast,fall remain strong steadfast
4,0.3314,"ukraine, war, nazi, https, call, support, happen, fact, side, win","Partial facts! You left out homophobia, transphobia, islamaphobia, anti-asian, lgbtqa+phobia, NRA, immigration, greedy oil companies, Ukraine invasion, and mostly Trump! You could do better 😂",partial fact leave anti greedy oil company ukraine invasion trump
6,0.3561,"country, day, attack, lose, leader, sanction, death, good, tell, read","They sell Bayraktor to Ukraine, and not you!",sell bayraktor ukraine
7,0.4391,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","#Ukraine ""It is amusing to read Ukrainian opinions about Putin s trip to Iran. Indeed madness owns these lands and the people who live on them. 1/3",ukraine amusing read ukrainian opinion own land people live
4,0.4618,"ukraine, war, nazi, https, call, support, happen, fact, side, win",Well for now I’d have to say Putin is winning. In the end I’m pretty sure chunks of Ukraine will be Russia’s. This winter will break EU. But we’ll see.,win pretty chunk ukraine
